codgeo;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP7589;P17_POP90P;NIXI_0_14;NIXI_15_29;NIXI_30_44;NIXI_45_59;NIXI_60_74;NIXI_75_89;NIXI_90_100;NIXI_TOTAL;average_age_population
46316;296;41;37;38;63;78;33;6;287;814;1406;3276;5226;2706;570;14285,0;48
46317;472;72;44;79;112;118;46;2;501;971;2905;5817;7890;3782;186;22052,5;47
46318;218;31;29;31;58;52;15;2;215;630;1136;3034;3497;1259;194;9965,6;46
46319;169;30;29;30;39;28;13;1;209;634;1103;2016;1865;1060;94;6981,7;41
46320;323;35;26;47;72;95;44;4;243;583;1734;3762;6349;3593;387;16650,3;52
46321;373;61;39;54;71;94;46;7;428;860;2003;3702;6315;3782;667;17757,6;48
46322;812;154;119;136;175;183;45;1;1077;2615;5026;9089;12246;3685;95;33832,3;42
46323;95;14;7;22;15;26;10;1;98;154;814;780;1742;820;95;4503,0;47
46324;216;28;23;40;49;45;23;8;196;506;1480;2548;3015;1886;760;10391,0;48
46328;314;49;29;61;67;74;29;4;343;643;2269;3472;4964;2417;386;14493,7;46
46329;323;63;32;60;62;58;34;14;441;711;2218;3201;3876;2808;1332;14587,2;45
46330;1292;162;165;148;251;290;216;60;1134;3630;5476;13052;19430;17712;5700;66134,0;51
46332;328;49;42;58;70;78;27;4;345;921;2133;3645;5211;2239;387;14881,0;45
46333;171;21;20;20;30;56;21;5;144;430;723;1575;3732;1683;464;8750,3;51
46334;1603;277;150;254;342;370;193;18;1936;3307;9380;17763;24810;15838;1667;74701,2;47
46335;396;60;39;65;90;104;37;1;420;858;2405;4680;6968;3034;95;18460,0;47
46336;350;50;34;52;85;88;37;4;350;748;1924;4420;5896;3034;380;16752,0;48
46337;249;43;26;42;64;47;26;1;301;572;1554;3328;3149;2132;95;11131,0;45
46338;81;5;10;12;18;21;15;1;35;217;439;925;1390;1215;94;4313,7;53
46339;336;54;50;67;69;68;26;2;376;1101;2462;3598;4574;2165;173;14449,3;43
46340;367;67;34;76;84;78;25;1;472;752;2827;4392;5255;2061;96;15854,4;43
47001;33576;5321;8074;6346;5685;4663;2885;601;37245;177638;234805;295645;312435;236582;57085;1351434,8;40
47002;104;15;10;14;23;30;12;1;104;218;513;1185;1991;975;94;5079,2;49
47003;422;45;34;59;85;132;63;4;314;749;2174;4411;8867;5171;393;22079,1;52
47004;4387;797;666;702;858;746;520;97;5582;14651;25981;44625;49963;42670;9239;192710,0;44
47005;493;65;53;64;97;121;82;11;454;1158;2360;5054;8139;6724;1058;24945,6;51
47006;567;84;74;91;135;126;52;4;591;1629;3372;7024;8438;4277;402;25732,8;45
47007;165;27;9;27;39;44;16;2;190;199;1005;2040;2966;1320;191;7912,0;48
47008;113;20;14;10;28;27;11;3;137;316;380;1442;1790;927;293;5284,3;47
47009;222;36;28;40;60;38;18;2;255;624;1463;3110;2513;1496;193;9654,5;43
47010;231;41;18;45;41;40;40;5;289;386;1679;2145;2695;3298;490;10980,8;48
47011;201;28;21;29;38;59;22;3;198;467;1084;1996;3925;1822;288;9779,3;49
47012;313;40;30;40;69;102;28;4;280;660;1480;3588;6834;2296;380;15518,0;50
47013;315;39;40;41;81;87;24;4;272;877;1511;4196;5797;1993;369;15016,0;48
47014;198;37;25;32;38;39;22;4;261;561;1197;1988;2627;1768;372;8773,8;44
47015;2050;349;267;333;389;398;249;65;2445;5864;12327;20242;26664;20387;6190;94118,6;46
47016;1119;222;124;245;264;200;56;8;1553;2733;9049;13736;13408;4607;749;45835,3;41
47017;396;79;39;80;91;71;32;4;555;850;2967;4719;4787;2612;367;16857,4;43
47018;177;23;15;23;38;40;30;6;163;334;861;1999;2711;2488;577;9131,2;52
47019;978;172;116;181;227;218;62;2;1205;2562;6688;11790;14581;5104;190;42120,2;43
47020;176;29;14;20;39;41;30;1;205;312;749;2051;2779;2488;96;8679,3;49
47021;1522;250;211;237;342;304;155;23;1753;4634;8758;17778;20351;12737;2216;68227,8;45
47022;546;99;69;93;127;101;48;9;693;1518;3441;6604;6767;3936;855;23814,0;44
47023;359;63;42;57;78;80;37;1;441;921;2127;4068;5353;3070;97;16077,6;45
47024;1650;299;207;286;388;310;149;11;2092;4559;10572;20195;20762;12210;1051;71441,5;43
47025;566;75;92;69;137;133;52;7;524;2028;2569;7140;8909;4275;683;26127,5;46
47026;237;34;25;35;57;59;24;3;238;550;1295;2964;3953;1968;285;11253,0;47
47027;3031;496;365;413;645;668;399;45;3475;8041;15268;33524;44749;32678;4313;142046,7;47
47028;843;145;115;137;222;144;70;10;1016;2529;5074;11535;9661;5705;958;36479,8;43
47029;470;63;34;68;116;107;71;11;443;742;2519;6049;7157;5839;1001;23750,4;51
47030;209;31;19;36;51;44;26;2;217;418;1332;2652;2948;2132;190;9889,0;47
47031;5593;1058;846;1048;1165;966;461;49;7406;18612;38776;60580;64722;37802;4655;232553,0;42
47032;6199;1083;817;985;1381;1216;627;90;7581;17979;36434;71801;81495;51391;8574;275255,1;44
47033;414;85;64;72;86;78;24;4;596;1414;2661;4462;5246;2003;387;16770,3;41
47034;616;97;86;109;143;108;65;8;681;1884;4033;7439;7237;5346;740;27359,9;44
47035;321;44;61;41;60;84;24;7;306;1336;1504;3119;5654;2001;676;14597,1;45
47036;380;65;43;72;83;79;39;0;452;947;2650;4300;5320;3166;0;16836,7;44
47037;246;34;38;27;50;66;26;5;238;834;1007;2579;4430;2153;462;11703,0;48
47038;616;98;79;101;144;106;85;4;686;1747;3720;7464;7096;6929;391;28033,9;46
47039;37;5;1;3;11;12;3;1;36;23;114;588;826;253;98;1937,4;52
47040;2070;412;228;395;445;385;184;20;2885;5016;14625;23143;25817;15104;1892;88483,3;43
47041;748;136;105;132;155;122;86;11;949;2305;4898;8082;8197;7087;1052;32570,1;44
47042;183;31;28;32;39;38;14;3;215;609;1171;2006;2518;1136;282;7937,3;43
47043;1284;230;163;202;253;270;147;19;1609;3580;7484;13156;18108;12029;1828;57792,7;45
47044;307;45;37;43;70;68;43;0;317;819;1600;3665;4524;3553;0;14476,5;47
47045;478;92;55;93;114;81;40;3;644;1210;3441;5928;5427;3280;285;20215,0;42
47046;648;128;96;108;154;100;58;4;898;2102;3996;7999;6694;4785;382;26855,8;41
47047;180;31;21;30;41;40;16;3;215;457;1098;2109;2651;1298;282;8107,9;45
47048;1340;221;160;206;247;264;197;45;1550;3520;7633;12820;17665;16154;4287;63628,4;47
47049;2386;399;357;391;459;406;314;60;2790;7859;14484;23855;27223;25708;5711;107630,1;45
47050;125;21;18;19;21;26;18;0;149;402;714;1110;1770;1500;0;5646,3;45
47051;2375;432;296;418;505;435;227;62;3026;6515;15479;26250;29157;18591;5848;104865,5;44
47052;4579;546;531;593;812;1125;788;184;3821;11673;21956;42238;75351;64601;17516;237155,4;52
47053;367;65;54;70;84;64;31;0;455;1191;2585;4349;4285;2501;0;15364,8;42
47054;1748;236;257;224;324;410;233;64;1650;5646;8282;16870;27497;19109;6069;85124,0;49
47055;508;76;62;66;103;126;65;12;529;1359;2431;5355;8410;5308;1118;24509,5;48
47056;890;139;108;151;226;182;75;9;976;2365;5599;11751;12206;6122;851;39870,8;45
47057;1417;198;192;207;251;298;215;56;1384;4224;7657;13059;19977;17602;5350;69253,0;49
47058;253;34;32;31;59;49;39;8;239;707;1152;3081;3295;3208;762;12444,4;49
47059;255;47;25;48;40;65;30;0;332;544;1792;2056;4371;2431;0;11525,4;45
47060;1072;202;188;196;206;182;86;12;1414;4147;7260;10706;12176;7055;1102;43860,2;41
47061;726;163;106;157;145;113;34;8;1138;2342;5802;7553;7586;2780;735;27936,1;38
47062;423;80;53;95;75;78;41;1;561;1160;3528;3903;5233;3327;96;17809,6;42
47063;159;32;9;25;35;26;29;3;224;198;925;1820;1742;2378;285;7572,0;48
47064;230;38;30;33;57;40;25;7;266;660;1221;2964;2680;2050;665;10506,0;46
47065;2622;402;384;437;521;518;295;64;2812;8452;16174;27084;34726;24224;6117;119589,4;46
47066;876;176;136;182;185;132;61;5;1233;2988;6724;9604;8829;4986;474;34837,7;40
47067;382;63;49;59;97;74;34;6;442;1069;2194;5054;4949;2790;554;17052,9;45
47068;1081;160;153;171;225;223;132;16;1122;3369;6341;11706;14947;10810;1541;49836,5;46
47069;3074;587;422;568;625;542;290;40;4110;9280;21025;32510;36323;23771;3761;130780,0;43
47070;854;109;88;118;175;247;102;15;765;1939;4369;9087;16551;8325;1442;42477,8;50
47071;238;31;19;38;42;56;38;14;217;418;1406;2184;3752;3116;1331;12423,6;52
47072;114;17;8;18;24;33;12;2;117;184;658;1251;2242;943;199;5594,4;49
47073;202;34;19;35;42;48;21;3;238;418;1295;2184;3216;1722;285;9358,0;46
47074;339;46;50;53;70;61;54;4;325;1093;1952;3653;4117;4462;388;15988,6;47
47075;1053;226;147;216;225;168;61;10;1582;3234;7992;11700;11256;5002;950;41716,0;40
47076;268;49;23;47;65;56;25;4;340;504;1729;3372;3770;2033;362;12111,5;45
47077;849;128;83;139;201;194;98;5;897;1831;5142;10473;13029;8018;483;39872,4;47
47078;1354;219;192;227;270;236;181;29;1533;4224;8399;14040;15812;14842;2755;61605,0;45
47079;510;108;65;85;117;79;47;9;753;1432;3139;6104;5287;3883;843;21441,7;42
47080;133;11;12;16;36;41;16;0;78;266;596;1886;2768;1322;0;6916,0;52
47081;712;129;83;125;165;138;63;9;905;1816;4636;8584;9261;5137;850;31188,8;44
47082;214;32;16;36;38;63;25;4;224;352;1332;1976;4221;2050;380;10535,0;49
47083;90;15;10;17;20;15;12;2;103;209;640;1035;986;993;164;4131,3;46
47084;269;42;27;37;57;68;32;6;294;594;1369;2964;4556;2624;570;12971,0;48
47085;293;45;36;46;61;70;31;4;315;792;1702;3172;4690;2542;380;13593,0;46
47086;1284;139;149;126;248;306;246;68;973;3289;4674;12913;20529;20212;6463;69051,4;54
47087;169;30;19;25;36;38;20;1;211;411;921;1886;2571;1616;99;7712,6;46
47088;600;84;98;109;148;117;38;6;585;2164;4040;7672;7842;3146;561;26009,5;43
47089;151;15;20;15;41;41;16;3;105;440;555;2132;2747;1312;285;7576,0;50
47090;374;71;53;66;78;71;32;4;495;1156;2431;4047;4741;2652;384;15907,1;43
47091;2007;367;277;407;452;324;161;20;2570;6087;15046;23482;21721;13223;1853;83981,5;42
47092;378;65;48;68;100;66;26;4;458;1066;2507;5220;4397;2159;384;16191,8;43
47093;344;39;38;39;89;92;42;6;270;827;1428;4639;6176;3436;564;17340,3;50
47094;790;188;128;181;134;99;55;5;1313;2807;6703;6989;6652;4513;479;29454,5;37
47095;848;142;98;148;201;154;96;10;992;2158;5459;10440;10326;7851;957;38181,3;45
47096;211;33;24;34;49;53;16;2;228;538;1245;2544;3551;1337;194;9637,7;46
47097;993;192;111;187;190;167;109;36;1346;2438;6932;9895;11193;8918;3463;44185,7;44
47098;351;62;43;60;88;68;26;4;434;955;2207;4591;4539;2121;375;15224,0;43
47099;625;116;73;114;132;126;57;8;811;1603;4211;6853;8429;4667;759;27332,3;44
47100;5430;999;760;939;1195;1081;416;40;6993;16720;34743;62140;72427;34112;3800;230935,0;43
47101;1318;214;180;205;307;278;119;15;1498;3960;7585;15964;18626;9758;1425;58816,0;45
47102;747;105;85;102;137;166;115;37;733;1880;3764;7137;11147;9410;3487;37556,7;50
47103;229;36;15;37;46;66;22;7;252;330;1369;2392;4422;1804;665;11234,0;49
47104;259;48;26;44;69;39;33;1;335;570;1622;3574;2603;2696;95;11493,6;44
47105;293;53;29;54;63;69;23;2;370;634;1994;3287;4651;1869;197;13001,1;44
47106;4834;667;612;658;942;1112;737;106;4671;13463;24361;48962;74495;60433;10058;236442,4;49
47107;316;51;40;56;74;58;32;5;358;883;2084;3837;3871;2598;488;14119,2;45
47108;255;48;31;34;54;54;30;4;334;684;1266;2803;3611;2465;394;11556,9;45
47109;284;40;26;48;49;89;30;2;280;580;1769;2537;5950;2481;185;13783,3;49
47110;1695;309;205;323;354;329;158;17;2161;4504;11944;18419;22032;12993;1642;73695,4;43
47111;596;101;88;91;102;134;75;5;704;1937;3377;5299;8955;6183;496;26949,8;45
47112;428;67;52;74;112;92;29;3;470;1134;2720;5812;6172;2373;284;18965,0;44
47113;130;20;14;22;24;29;21;0;140;308;814;1248;1943;1722;0;6175,0;48
47114;385;77;37;78;69;82;40;2;539;825;2887;3582;5497;3240;192;16761,8;44
47115;249;38;29;45;67;50;17;4;264;633;1652;3508;3323;1383;377;11139,5;45
47117;993;217;152;239;200;135;40;10;1516;3351;8830;10407;9077;3256;967;37404,1;38
47118;177;40;21;41;33;29;12;1;279;473;1514;1702;1919;1007;97;6992,0;40
47119;569;67;50;62;140;149;89;13;468;1091;2285;7266;9973;7306;1251;29638,9;52
47120;116;20;15;14;34;20;11;1;143;325;505;1774;1372;933;108;5159,7;44
47121;308;48;32;61;55;82;27;3;336;700;2246;2881;5520;2184;294;14159,8;46
47122;180;37;21;35;31;45;10;1;258;472;1287;1595;3015;839;97;7563,1;42
47123;423;67;58;49;93;120;30;6;469;1276;1813;4836;8040;2460;570;19464,0;46
47124;216;47;27;44;38;34;22;2;332;600;1643;1994;2299;1821;192;8881,2;41
47125;320;57;30;49;64;76;39;5;396;666;1830;3307;5073;3228;479;14979,4;47
47126;84;19;7;19;19;15;4;0;136;155;693;1007;1003;361;0;3355,4;40
47127;827;153;109;167;159;165;61;14;1069;2387;6172;8257;11042;5027;1337;35290,1;43
47128;1141;194;186;201;270;209;69;12;1360;4094;7452;14036;13974;5617;1166;47698,1;42
47129;276;47;41;46;75;52;14;1;329;902;1702;3900;3484;1148;95;11560,0;42
47130;324;59;48;55;78;53;28;3;413;1056;2035;4056;3551;2296;285;13692,0;42
47131;713;135;64;151;148;160;46;9;945;1408;5587;7696;10720;3772;855;30983,0;43
47132;222;37;21;26;55;54;25;4;259;462;962;2860;3618;2050;380;10591,0;48
47133;605;99;73;111;121;104;82;16;690;1601;4110;6271;6959;6730;1529;27889,2;46
47134;369;46;38;49;80;91;59;6;322;836;1813;4160;6097;4838;570;18636,0;51
47135;370;58;42;52;100;91;26;2;403;920;1932;5183;6091;2114;196;16838,7;46
47136;127;13;10;17;31;40;13;2;93;229;631;1626;2667;1088;180;6514,9;51
47137;1390;255;157;270;311;244;147;6;1782;3455;9990;16175;16370;12038;585;60395,2;43
47138;1721;300;214;347;395;283;166;16;2099;4706;12857;20549;18935;13595;1542;74282,1;43
47139;76;12;6;14;17;21;5;0;86;136;532;908;1376;421;0;3459,0;46
47140;667;131;78;119;151;119;59;10;919;1724;4421;7843;7940;4819;930;28596,8;43
47141;295;40;27;41;64;89;30;5;277;596;1504;3307;5936;2479;495;14594,7;49
47142;745;94;77;98;147;217;94;18;658;1703;3613;7655;14533;7696;1706;37564,0;50
47143;2260;351;294;311;458;480;315;51;2457;6468;11507;23816;32160;25830;4845;107083,0;47
47144;593;99;56;100;116;139;80;3;696;1232;3705;6013;9330;6527;284;27786,8;47
47145;3623;590;500;634;771;697;353;78;4130;11000;23458;40092;46699;28946;7410;161735,0;45
47146;1398;283;173;276;336;230;99;1;1979;3808;10206;17456;15433;8151;93;57125,4;41
47147;663;87;70;100;139;169;84;13;608;1544;3700;7238;11326;6913;1272;32601,0;49
47148;205;32;19;34;40;54;21;5;221;412;1276;2101;3632;1698;468;9808,2;48
47150;366;60;67;60;78;65;34;3;419;1471;2204;4068;4339;2749;300;15550,4;42
47151;415;43;70;62;90;104;42;5;300;1534;2280;4666;6973;3442;471;19666,8;47
47152;402;59;51;61;71;103;53;5;416;1114;2240;3677;6886;4339;475;19146,5;48
47154;362;76;54;72;73;67;22;0;529;1188;2649;3775;4469;1769;0;14378,9;40
47155;651;120;59;118;158;128;56;12;840;1298;4366;8216;8576;4592;1140;29028,0;45
47156;863;172;103;172;176;177;52;9;1207;2262;6379;9174;11888;4299;862;36071,6;42
47157;17691;2718;2932;2702;3316;3598;2078;348;19029;64499;99958;172426;241064;170373;33023;800372,1;45
47158;169;40;22;46;39;19;3;0;279;485;1709;2020;1266;258;0;6016,8;36
47159;1490;241;207;238;305;293;160;45;1688;4554;8812;15886;19659;13091;4283;67973,1;46
47160;181;23;19;33;46;37;18;5;161;418;1221;2392;2479;1476;475;8622,0;48
47161;115;21;9;19;28;23;13;1;148;200;709;1469;1555;1075;96;5251,7;46
47162;215;43;19;34;50;48;19;2;301;418;1258;2600;3216;1558;190;9541,0;44
47163;593;107;61;114;143;118;44;7;746;1349;4202;7422;7879;3626;668;25892,0;44
47164;127;12;11;18;24;37;25;0;82;236;651;1270;2487;2083;0;6809,2;54
47165;1326;204;187;221;274;259;165;17;1425;4112;8162;14235;17333;13567;1619;60453,2;46
47167;1554;211;193;215;304;312;250;69;1478;4250;7972;15785;20879;20496;6565;77425,3;50
47168;3154;384;373;387;548;814;534;114;2685;8209;14313;28511;54552;43761;10853;162884,6;52
47169;1156;202;143;208;303;222;70;7;1416;3148;7710;15732;14897;5755;678;49336,6;43
47170;596;94;68;92;128;136;74;5;657;1489;3391;6640;9090;6093;490;27851,0;47
47171;421;71;71;67;101;77;30;4;496;1570;2465;5242;5147;2482;400;17803,4;42
47172;614;122;72;149;136;88;43;3;854;1592;5507;7095;5887;3560;295;24789,5;40
47173;871;129;111;134;181;201;101;15;900;2434;4967;9423;13443;8272;1409;40848,0;47
47174;733;110;67;110;160;164;108;14;772;1464;4079;8315;10980;8877;1321;35808,7;49
47175;2313;340;259;327;490;520;307;69;2381;5706;12107;25472;34865;25158;6573;112262,7;49
47176;180;33;23;27;38;30;27;0;233;517;1013;1984;2032;2246;0;8024,7;45
47177;192;28;23;25;47;40;24;4;197;503;938;2455;2677;2000;392;9162,2;48
47178;399;58;45;71;84;100;40;1;407;982;2634;4356;6709;3292;94;18474,5;46
47179;2091;297;252;277;405;457;364;39;2076;5538;10258;21074;30633;29832;3715;103127,6;49
47180;615;116;67;111;145;112;54;10;812;1474;4107;7540;7504;4428;950;26815,0;44
47181;273;37;35;39;62;60;34;6;259;770;1443;3224;4020;2788;570;13074,0;48
47182;265;36;25;31;68;68;34;4;251;558;1130;3517;4531;2773;402;13160,0;50
47183;173;12;22;14;42;58;23;3;83;476;509;2198;3886;1854;280;9285,0;54
47184;251;31;30;34;49;82;24;1;217;660;1258;2548;5494;1968;95;12240,0;49
47185;2680;366;266;330;565;708;416;29;2562;5847;12202;29356;47457;34152;2773;134347,9;50
47186;783;146;87;165;160;141;76;8;1022;1914;6105;8320;9447;6232;760;33800,0;43
47187;331;57;57;57;60;63;30;9;396;1243;2091;3096;4192;2482;863;14363,2;43
47188;286;42;24;47;59;69;37;6;296;532;1751;3089;4656;3056;574;13953,7;49
47189;149;30;9;25;22;37;23;4;209;197;919;1136;2462;1873;377;7173,9;48
47190;559;86;53;98;133;132;48;9;603;1163;3640;6909;8834;3909;867;25926,9;46
47191;800;154;106;175;167;140;55;3;1079;2326;6472;8676;9377;4535;287;32753,4;41
47192;79;10;10;14;18;18;10;0;69;217;512;924;1191;810;0;3722,9;47
47193;198;32;22;24;57;38;22;2;221;494;906;2972;2530;1841;194;9159,0;46
47194;326;45;45;39;81;75;30;11;313;983;1428;4225;5035;2498;1061;15543,4;48
47195;6827;1004;915;981;1405;1368;933;221;7028;20130;36297;73060;91656;76506;20995;325672,0;48
47196;225;41;24;37;53;45;21;4;290;529;1357;2751;3007;1723;383;10040,7;45
47197;255;53;38;44;68;28;20;3;369;835;1637;3562;1906;1642;300;10250,6;40
47198;339;55;45;47;84;79;25;4;383;999;1729;4363;5311;2041;392;15218,2;45
47199;308;57;41;46;70;55;35;4;396;907;1714;3644;3680;2864;379;13584,4;44
47200;116;8;11;9;32;36;21;0;56;240;330;1650;2391;1707;0;6374,1;55
47201;9561;1609;1450;1665;1946;1646;1097;148;11263;31906;61614;101171;110260;89970;14056;420241,1;44
47202;308;45;50;34;83;65;30;2;314;1096;1254;4302;4341;2452;189;13948,7;45
47203;2346;316;275;345;506;493;320;92;2209;6057;12766;26292;33002;26205;8768;115299,4;49
47204;278;53;21;40;53;84;26;1;371;462;1480;2756;5628;2132;95;12924,0;46
47205;209;17;17;29;54;74;19;0;116;366;1077;2812;4946;1535;0;10852,4;52
47206;572;91;81;85;125;139;46;5;639;1785;3153;6485;9311;3743;482;25596,2;45
47207;215;33;32;37;49;43;20;1;233;708;1383;2538;2853;1618;99;9433,0;44
47208;210;19;19;13;70;63;22;3;135;424;473;3650;4224;1831;298;11034,8;53
47209;4212;668;454;717;870;1060;399;45;4674;9978;26516;45240;71024;32688;4310;194430,2;46
47210;1931;344;276;337;405;333;188;49;2407;6065;12456;21053;22287;15407;4700;84374,5;44
47211;254;38;32;33;50;54;43;4;266;714;1210;2600;3587;3555;372;12304,2;48
47212;275;54;29;51;51;67;21;2;380;628;1901;2672;4463;1717;181;11941,1;43
47213;998;134;112;130;189;220;155;59;935;2474;4792;9814;14727;12723;5588;51052,6;51
47214;700;108;80;127;135;170;69;11;756;1753;4710;7016;11387;5651;1063;32336,3;46
47215;3635;547;486;507;755;869;434;38;3829;10682;18751;39243;58242;35579;3591;169916,8;47
47216;656;129;97;126;149;112;42;2;900;2126;4648;7735;7507;3485;184;26583,7;41
47217;930;156;125;170;168;165;118;28;1095;2748;6288;8715;11036;9699;2669;42249,8;45
47218;245;41;15;47;41;81;19;1;287;330;1739;2132;5427;1558;95;11568,0;47
47219;179;31;28;36;42;26;14;2;217;616;1332;2184;1742;1148;190;7429,0;42
47220;305;57;42;63;52;66;23;3;397;929;2326;2679;4418;1859;294;12901,7;42
47221;606;109;54;103;144;134;55;7;765;1192;3822;7462;8946;4528;668;27382,8;45
47222;488;80;46;81;117;118;39;7;560;1012;2997;6084;7906;3198;665;22422,0;46
47223;221;23;22;22;54;63;32;5;160;479;806;2831;4231;2589;517;11611,8;53
47224;166;20;10;21;43;43;26;3;137;227;763;2252;2901;2114;294;8687,7;52
47225;1885;361;224;338;427;368;145;21;2525;4927;12502;22227;24684;11901;2041;80806,4;43
47226;542;66;50;88;118;145;72;2;463;1096;3274;6133;9743;5921;193;26822,8;49
47227;173;23;24;25;39;46;13;3;163;535;935;2022;3061;1036;277;8028,0;46
47228;722;139;98;150;152;123;53;6;973;2160;5546;7917;8268;4355;581;29799,6;41
47229;222;38;24;46;40;53;15;7;265;526;1694;2071;3535;1224;662;9977,1;45
47230;415;63;44;67;76;86;72;6;441;977;2483;3972;5741;5926;588;20127,5;49
47231;170;20;16;34;37;44;11;9;143;342;1258;1920;2929;876;831;8297,9;49
47232;516;67;50;63;100;151;69;16;470;1107;2336;5182;10114;5663;1500;26371,3;51
47233;3136;496;390;514;610;619;430;76;3474;8575;19022;31737;41480;35266;7251;146804,6;47
47234;646;132;96;140;150;97;30;1;925;2110;5181;7780;6528;2447;99;25068,9;39
47235;478;59;56;49;95;143;65;12;411;1229;1820;4927;9573;5291;1151;24400,6;51
47236;105;14;16;17;20;25;12;0;99;355;635;1050;1691;993;0;4823,9;46
47237;492;97;54;90;107;99;40;5;679;1188;3330;5564;6633;3280;475;21149,0;43
47238;1662;310;214;332;377;298;116;14;2170;4719;12300;19597;19985;9493;1352;69614,5;42
47239;829;153;110;145;185;163;66;8;1068;2418;5357;9615;10947;5375;744;35524,1;43
47240;298;44;35;51;68;66;32;1;306;778;1893;3549;4434;2646;96;13703,9;46
47241;680;102;79;99;165;149;77;7;716;1743;3674;8605;10013;6333;667;31750,4;47
47242;530;54;75;67;146;125;59;5;375;1647;2470;7574;8403;4810;480;25759,6;49
47244;411;74;48;97;79;82;27;5;520;1051;3576;4087;5479;2177;504;17394,8;42
47245;95;16;16;20;17;20;7;0;110;345;734;869;1329;599;0;3984,8;42
47246;1491;295;171;291;323;288;107;16;2068;3758;10781;16771;19320;8733;1527;62956,6;42
47247;245;41;34;35;64;50;20;1;287;748;1295;3328;3350;1640;95;10743,0;44
47248;560;98;79;106;130;104;35;8;684;1736;3924;6765;6961;2877;782;23728,5;42
47249;525;76;87;97;90;117;47;11;532;1914;3589;4680;7839;3854;1045;23453,0;45
47250;133;19;12;24;29;30;15;4;133;264;888;1508;2010;1230;380;6413,0;48
47251;322;44;41;67;82;63;22;3;308;902;2479;4264;4221;1804;285;14263,0;44
47252;6459;1184;902;1057;1125;1269;793;129;8288;19844;39109;58500;85023;65026;12255;288045,0;45
47253;605;116;91;135;131;90;39;3;812;2002;4995;6812;6030;3198;285;24134,0;40
47254;313;54;32;56;70;71;27;3;377;695;2064;3661;4786;2205;284;14072,7;45
47255;177;25;27;23;37;44;19;3;173;587;841;1903;2981;1541;282;8308,1;47
47256;107;12;7;14;28;31;14;1;81;162;505;1473;2109;1118;100;5546,2;52
47257;586;99;91;103;136;104;47;5;690;2000;3828;7090;6997;3885;459;24950,4;43
47258;332;48;26;45;74;83;47;10;335;562;1654;3873;5561;3839;910;16734,1;50
47259;106;16;13;17;23;27;8;1;114;292;641;1219;1776;669;97;4806,7;45
