codgeo;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP7589;P17_POP90P;NIXI_0_14;NIXI_15_29;NIXI_30_44;NIXI_45_59;NIXI_60_74;NIXI_75_89;NIXI_90_100;NIXI_TOTAL;average_age_population
45330;225;42;32;50;48;31;21;1;294;704;1850;2496;2077;1722;95;9238,0;41
45331;602;109;78;124;140;106;39;6;760;1715;4601;7287;7075;3237;563;25237,6;42
45332;1489;274;187;245;333;287;141;22;1919;4122;9072;17310;19231;11523;2083;65259,9;44
45333;1812;428;283;405;392;245;58;1;2998;6232;14993;20373;16406;4724;91;65817,8;36
45334;638;136;87;129;116;118;51;1;952;1914;4773;6032;7906;4182;95;25854,0;41
45335;1942;439;252;416;376;316;138;6;3071;5538;15399;19539;21144;11313;581;76585,2;39
45336;871;153;102;170;176;195;69;6;1071;2244;6290;9152;13065;5658;570;38050,0;44
45337;285;67;39;70;53;35;17;2;472;864;2608;2775;2362;1404;191;10676,9;37
45338;6815;1161;931;1028;1416;1364;809;107;8126;20484;38022;73614;91356;66371;10153;308125,7;45
45339;486;89;60;87;86;96;57;11;623;1320;3219;4472;6432;4674;1045;21785,0;45
45340;585;119;91;103;119;104;42;6;836;1999;3820;6167;6999;3469;578;23866,7;41
45341;206;47;23;53;44;29;9;1;328;515;1951;2285;1962;721;93;7854,4;38
45342;375;78;56;59;95;74;12;0;546;1235;2183;4949;4974;1015;0;14902,9;40
45343;212;41;23;40;56;35;16;1;287;506;1480;2912;2345;1312;95;8937,0;42
45344;1132;237;136;246;253;190;59;11;1659;2992;9094;13178;12725;4801;1070;45519,5;40
45345;1173;227;157;212;255;237;75;10;1587;3455;7849;13248;15885;6140;988;49151,6;42
45346;2185;475;296;493;390;328;174;29;3325;6512;18241;20280;21976;14268;2755;87357,0;40
45347;823;176;111;169;180;119;62;7;1229;2450;6237;9343;7980;5049;671;32960,4;40
45348;702;107;98;102;169;158;57;11;749;2156;3774;8788;10586;4674;1045;31772,0;45
46001;525;59;52;63;127;151;60;13;415;1140;2319;6612;10097;4948;1240;26770,1;51
46002;70;9;9;12;12;20;9;0;60;190;426;648;1349;708;0;3381,1;48
46003;720;121;81;98;180;158;71;10;846;1788;3624;9374;10611;5810;990;33042,9;46
46004;214;35;26;45;44;45;16;3;245;572;1665;2288;3015;1312;285;9382,0;44
46005;326;44;38;39;73;91;35;5;308;840;1449;3818;6100;2890;465;15870,2;49
46006;365;67;46;67;83;68;33;1;468;1022;2472;4330;4541;2699;92;15623,4;43
46007;994;159;114;156;216;194;122;33;1113;2517;5770;11216;13022;9987;3119;46743,3;47
46008;195;21;12;30;37;59;33;3;145;260;1093;1946;3959;2746;281;10429,5;53
46009;651;104;71;101;129;129;95;22;731;1567;3733;6689;8612;7805;2100;31236,3;48
46010;364;69;33;68;74;96;23;1;482;736;2512;3837;6460;1855;93;15974,7;44
46011;358;45;44;63;96;75;32;3;314;977;2328;4996;5009;2618;285;16527,4;46
46012;550;65;68;87;109;134;81;5;457;1491;3217;5680;8983;6677;492;26998,5;49
46013;178;23;26;20;44;38;23;5;158;563;728;2301;2570;1855;467;8641,4;49
46015;1475;225;164;234;313;270;228;41;1575;3608;8663;16260;18086;18698;3914;70803,9;48
46016;399;54;36;64;98;115;28;4;376;796;2369;5106;7689;2289;393;19019,2;48
46017;135;24;9;24;28;32;18;1;166;188;879;1434;2166;1481;90;6404,9;47
46018;143;25;10;20;40;30;13;5;175;220;740;2080;2010;1066;475;6766,0;47
46020;233;19;17;38;58;68;29;3;134;376;1412;3029;4576;2388;286;12200,4;52
46021;720;117;78;143;160;154;60;8;819;1716;5291;8320;10318;4920;760;32144,0;45
46022;224;14;10;28;48;84;35;5;98;212;1029;2506;5605;2902;509;12861,0;57
46023;516;78;58;83;113;121;49;14;546;1276;3071;5876;8107;4018;1330;24224,0;47
46024;401;80;35;71;90;81;43;1;560;774;2632;4672;5440;3496;97;17671,3;44
46026;101;10;13;14;22;29;13;1;69;283;513;1133;1924;1056;94;5071,8;50
46027;116;19;15;23;19;25;14;1;133;330;851;988;1675;1148;95;5220,0;45
46028;1006;147;127;148;221;246;104;13;1026;2788;5492;11504;16470;8528;1257;47065,1;47
46029;2139;380;311;382;432;353;250;32;2659;6836;14117;22443;23619;20531;3071;93276,6;44
46030;348;54;50;62;90;68;22;3;375;1091;2283;4682;4541;1825;288;15085,4;43
46031;138;12;5;19;22;51;22;7;84;110;703;1144;3417;1804;665;7927,0;57
46032;397;63;49;72;87;79;42;5;438;1070;2681;4542;5320;3418;471;17939,4;45
46033;576;71;56;81;125;158;73;11;500;1233;2998;6506;10592;6019;1039;28887,0;50
46034;331;57;54;61;65;58;35;1;398;1183;2258;3389;3881;2884;98;14091,3;43
46035;185;18;29;37;32;51;15;2;127;641;1376;1673;3436;1237;191;8680,9;47
46036;139;14;14;13;43;39;12;3;100;316;490;2237;2587;995;314;7039,4;51
46037;84;12;3;23;13;22;11;1;83;60;845;665;1468;898;87;4106,0;49
46038;1356;188;151;203;250;300;227;37;1316;3322;7511;13000;20100;18614;3515;67378,0;50
46039;211;39;18;38;56;42;19;0;270;401;1389;2901;2788;1581;0;9329,6;44
46040;229;40;24;30;62;51;16;6;280;528;1110;3224;3417;1312;570;10441,0;46
46041;158;21;16;18;35;48;18;2;147;352;666;1820;3216;1476;190;7867,0;50
46042;19878;2766;3459;2950;3974;3946;2333;450;19360;76100;109145;206632;264397;191331;42754;909719,5;46
46043;206;40;21;40;37;36;27;4;283;455;1495;1948;2443;2182;375;9181,3;45
46044;599;83;82;87;149;124;67;7;580;1801;3210;7763;8331;5473;673;27831,3;46
46045;1125;120;121;138;223;284;208;30;838;2661;5113;11617;19020;17090;2889;59228,5;53
46046;458;73;65;67;124;88;33;7;512;1433;2484;6462;5909;2712;666;20179,1;44
46047;167;21;17;19;27;55;22;7;145;370;695;1387;3708;1783;657;8744,3;52
46049;207;28;16;28;45;60;26;5;195;350;1031;2329;4001;2122;473;10500,3;51
46050;154;24;16;29;48;21;15;0;169;354;1080;2512;1416;1238;0;6769,9;44
46051;364;65;44;57;88;87;15;7;455;974;2119;4571;5849;1248;674;15889,0;44
46052;257;42;26;40;64;59;23;3;294;572;1480;3328;3953;1886;285;11798,0;46
46053;421;71;60;72;100;74;43;1;497;1320;2664;5200;4958;3526;95;18260,0;43
46054;367;70;45;53;91;76;29;3;490;990;1961;4732;5092;2378;285;15928,0;43
46055;1105;179;136;180;221;237;139;13;1253;2992;6660;11492;15879;11398;1235;50909,0;46
46056;101;18;10;23;20;17;9;2;129;224;868;1061;1162;753;194;4390,9;43
46057;602;102;55;106;128;123;79;9;711;1219;3917;6681;8228;6441;879;28076,5;47
46058;408;51;43;53;73;132;47;9;357;946;1961;3796;8844;3854;855;20613,0;51
46059;220;31;27;28;51;62;20;2;214;586;1022;2668;4164;1618;187;10459,4;48
46060;219;24;14;30;49;68;27;7;168;317;1103;2546;4570;2205;639;11547,4;53
46061;181;23;26;23;47;40;21;1;161;572;851;2444;2680;1722;95;8525,0;47
46062;426;74;63;94;69;87;37;3;518;1376;3463;3613;5801;3008;289;18068,7;42
46063;1880;216;217;231;409;481;279;47;1513;4767;8548;21242;32238;22911;4470;95689,9;51
46064;860;111;94;156;195;155;115;33;777;2073;5777;10147;10379;9445;3173;41771,2;49
46065;461;83;55;92;93;100;34;3;584;1211;3402;4842;6731;2777;302;19847,7;43
46066;625;54;49;61;115;188;129;29;378;1072;2247;5988;12575;10612;2778;35650,2;57
46068;172;20;12;27;32;52;26;3;140;264;999;1664;3484;2132;285;8968,0;52
46069;168;27;18;28;40;42;13;0;186;389;1054;2095;2830;1047;0;7601,3;45
46070;550;121;64;135;95;94;37;5;846;1402;4992;4921;6278;3073;445;21956,9;40
46072;313;28;22;38;68;100;49;9;194;474;1405;3522;6669;4039;877;17181,1;55
46073;423;64;29;81;73;136;35;5;451;643;2981;3771;9110;2891;478;20324,4;48
46074;414;82;56;70;91;91;22;2;574;1232;2590;4732;6097;1804;190;17219,0;42
46075;227;40;25;41;38;52;28;3;280;550;1517;1976;3484;2296;285;10388,0;46
46076;348;62;43;57;71;76;35;4;434;946;2109;3692;5092;2870;380;15523,0;45
46078;92;15;7;9;26;23;11;1;105;154;333;1352;1541;902;95;4482,0;49
46079;103;19;7;16;31;22;8;0;133;154;592;1612;1474;656;0;4621,0;45
46080;770;136;97;144;194;144;52;3;952;2134;5328;10088;9648;4264;285;32699,0;42
46081;76;3;5;7;19;34;5;3;21;110;259;988;2278;410;285;4351,0;57
46082;361;60;29;58;78;85;46;3;422;642;2158;4079;5727;3793;287;17106,8;47
46083;1136;175;127;167;255;256;139;17;1228;2793;6164;13253;17149;11378;1652;53618,2;47
46084;305;36;26;40;78;90;31;4;252;577;1474;4041;6052;2549;369;15313,1;50
46085;241;51;29;43;46;36;34;2;359;632;1594;2400;2405;2775;195;10358,9;43
46086;607;114;61;121;133;116;55;7;800;1352;4478;6892;7784;4488;639;26433,4;44
46087;667;93;53;92;156;174;82;16;654;1161;3417;8130;11635;6746;1544;33285,6;50
46088;816;126;84;145;191;173;84;12;885;1840;5364;9938;11616;6915;1158;37716,5;46
46089;965;135;108;126;200;246;131;19;945;2376;4662;10400;16482;10742;1805;47412,0;49
46090;141;23;13;23;23;39;18;1;163;290;863;1213;2583;1497;96;6706,1;48
46091;209;32;22;29;51;52;20;3;224;484;1073;2652;3484;1640;285;9842,0;47
46092;224;29;10;35;50;73;26;0;206;223;1312;2583;4890;2161;0;11374,7;51
46093;91;3;2;15;21;29;19;1;21;45;567;1117;1918;1593;97;5358,8;59
46094;270;36;12;50;40;77;50;5;252;264;1850;2080;5159;4100;475;14180,0;53
46095;1044;188;138;177;235;220;83;3;1316;3036;6549;12220;14740;6806;285;44952,0;43
46096;97;10;12;11;25;25;13;1;70;264;407;1300;1675;1066;95;4877,0;50
46097;109;19;6;15;28;20;20;0;134;133;560;1469;1352;1655;0;5304,7;49
46098;288;39;21;41;79;69;39;0;273;462;1517;4108;4623;3198;0;14181,0;49
46100;659;100;49;111;159;142;87;10;702;1086;4103;8277;9541;7101;971;31781,9;48
46101;443;82;53;76;98;73;57;4;574;1166;2812;5096;4891;4674;380;19593,0;44
46102;9792;1227;1998;1459;1824;1751;1290;242;8590;43951;53991;94862;117295;105814;23033;447536,6;46
46103;997;157;91;164;229;241;103;12;1099;2012;6068;11888;16117;8477;1133;46795,4;47
46104;99;8;13;10;22;28;15;2;58;295;382;1126;1866;1268;196;5190,3;52
46105;772;122;93;124;193;178;56;6;854;2046;4588;10036;11926;4592;570;34612,0;45
46106;258;41;17;36;62;69;30;3;285;377;1347;3229;4590;2458;305;12590,6;49
46107;163;19;6;23;42;55;15;3;134;127;851;2194;3662;1258;273;8499,0;52
46108;405;58;46;63;89;100;44;6;404;1003;2337;4629;6688;3568;582;19212,0;47
46109;476;89;51;87;93;103;45;7;624;1116;3218;4841;6927;3729;687;21142,4;44
46111;161;31;12;30;31;43;12;2;219;258;1119;1624;2877;960;185;7241,1;45
46112;220;33;33;40;63;32;13;6;232;728;1477;3290;2152;1038;555;9471,7;43
46113;304;48;25;43;73;71;42;2;336;548;1577;3813;4736;3481;194;14684,5;48
46114;358;40;33;47;73;120;38;6;282;732;1753;3776;8042;3143;575;18303,0;51
46115;167;17;20;23;53;35;16;2;120;445;861;2737;2373;1328;192;8057,5;48
46116;69;8;6;13;16;15;11;2;54;128;467;809;977;877;185;3496,6;51
46117;671;75;95;83;161;159;90;7;526;2093;3076;8384;10669;7391;666;32804,9;49
46118;666;100;69;112;150;165;67;3;702;1529;4150;7793;11039;5453;283;30948,7;46
46119;275;52;41;41;61;49;24;6;365;913;1535;3161;3297;1978;550;11798,9;43
46120;321;57;32;43;67;79;34;8;401;715;1591;3478;5313;2820;726;15043,1;47
46121;154;10;23;18;45;38;18;3;70;503;662;2325;2530;1466;283;7838,1;51
46122;103;13;20;18;20;21;11;0;91;440;666;1040;1407;902;0;4546,0;44
46123;379;57;52;52;96;81;39;3;396;1146;1919;4973;5437;3164;292;17327,7;46
46124;308;56;29;49;68;53;41;12;390;647;1801;3533;3533;3394;1146;14444,5;47
46125;325;45;32;46;85;49;62;6;315;704;1702;4420;3283;5084;570;16078,0;49
46126;225;30;26;28;55;59;21;6;210;572;1036;2860;3953;1722;570;10923,0;49
46127;4094;430;446;486;804;1025;729;173;3013;9812;17985;41819;68689;59794;16416;217529,0;53
46128;3528;419;457;445;720;783;536;168;2934;10057;16480;37425;52441;43924;15983;179243,9;51
46129;282;48;27;57;50;64;35;1;338;586;2116;2614;4295;2829;94;12872,9;46
46130;224;18;26;20;58;72;28;2;129;564;725;3019;4806;2331;195;11769,9;53
46131;175;25;22;29;44;38;12;5;175;484;1073;2288;2546;984;475;8025,0;46
46132;516;69;69;93;127;106;47;5;480;1509;3458;6618;7128;3832;472;23496,4;46
46133;241;43;22;58;44;59;15;1;299;479;2130;2267;3955;1266;86;10481,6;43
46134;269;40;29;36;74;54;33;2;282;642;1341;3825;3648;2729;192;12659,1;47
46135;49;4;4;9;9;13;8;1;29;90;340;478;889;670;97;2591,9;53
46136;269;50;26;63;57;49;21;3;350;572;2331;2964;3283;1722;285;11507,0;43
46137;1226;241;146;237;282;242;71;7;1690;3209;8752;14657;16244;5819;655;51024,9;42
46138;954;138;105;136;223;206;135;11;966;2319;5027;11616;13769;11063;1041;45800,7;48
46139;209;33;25;30;46;50;24;1;233;549;1116;2379;3344;1961;99;9680,5;46
46140;353;89;32;72;74;69;16;2;621;702;2656;3837;4610;1308;189;13924,6;39
46142;162;31;16;26;27;37;24;2;216;350;956;1395;2464;1956;189;7525,5;46
46143;1272;127;182;136;258;247;256;66;887;3999;5048;13440;16527;20965;6296;67161,8;53
46144;262;31;12;34;62;78;40;5;217;264;1258;3224;5226;3280;475;13944,0;53
46145;792;107;102;122;162;175;119;5;752;2251;4516;8411;11701;9735;479;37845,5;48
46146;97;11;9;12;26;17;20;2;75;192;431;1362;1170;1670;184;5083,8;52
46147;124;11;13;14;32;35;19;0;76;281;510;1689;2374;1533;0;6462,8;52
46148;1684;271;210;309;354;361;156;22;1900;4613;11433;18419;24212;12803;2100;75480,3;45
46149;698;102;77;93;177;177;67;4;716;1702;3436;9217;11882;5476;388;32818,6;47
46151;129;18;12;19;31;33;15;1;123;267;694;1605;2216;1266;105;6275,8;49
46152;293;28;22;35;69;100;35;3;198;493;1297;3594;6718;2874;277;15449,2;53
46153;588;80;79;87;145;129;60;8;562;1748;3223;7530;8621;4884;773;27340,9;46
46154;348;66;42;61;67;66;42;3;459;930;2271;3503;4441;3458;286;15347,8;44
46155;137;9;8;15;24;58;21;3;62;173;547;1230;3896;1697;281;7886,9;58
46156;1230;190;137;223;287;277;105;10;1333;3019;8247;14941;18592;8573;963;55667,1;45
46157;133;18;12;18;35;35;15;1;125;262;661;1806;2328;1221;94;6497,1;49
46159;226;33;28;35;67;47;12;3;234;627;1309;3473;3160;967;280;10050,1;44
46160;441;36;47;43;115;88;93;20;251;1035;1589;5956;5885;7605;1907;24228,7;55
46161;263;37;32;30;68;53;40;3;260;700;1099;3529;3553;3304;302;12747,0;48
46162;189;29;21;25;34;47;26;8;206;460;914;1778;3118;2103;722;9299,9;49
46163;296;46;37;54;63;52;40;4;322;814;1998;3276;3484;3280;380;13554,0;46
46164;244;40;34;29;61;55;21;4;282;758;1056;3172;3691;1694;374;11027,2;45
46165;446;73;48;85;101;97;42;0;508;1056;3163;5263;6507;3406;0;19904,3;45
46167;99;10;9;14;21;22;20;2;71;200;523;1103;1489;1657;192;5234,9;53
46168;179;31;12;47;33;37;18;1;217;264;1739;1716;2479;1476;95;7986,0;45
46169;210;25;20;29;56;54;24;2;175;440;1073;2912;3618;1968;190;10376,0;49
46170;933;119;92;157;230;212;108;15;831;2019;5818;11963;14185;8893;1431;45141,0;48
46171;229;23;27;27;52;58;32;9;162;599;1008;2728;3853;2647;863;11859,6;52
46172;496;97;72;96;126;69;32;4;679;1584;3552;6552;4623;2624;380;19994,0;40
46173;762;78;65;91;139;210;145;33;548;1439;3377;7225;14049;11905;3159;41701,1;55
46174;223;26;28;30;44;62;30;4;179;608;1098;2287;4181;2433;389;11173,5;50
46175;918;144;101;147;204;205;112;4;1009;2224;5445;10620;13750;9194;380;42622,4;46
46176;680;140;87;129;137;119;65;3;980;1903;4767;7137;7994;5326;301;28408,0;42
46177;537;88;52;83;132;126;47;8;617;1154;3066;6872;8433;3870;797;24807,9;46
46178;260;23;37;29;55;71;41;4;161;814;1073;2860;4757;3362;380;13407,0;52
46179;127;14;7;15;26;49;16;1;97;153;551;1341;3257;1302;94;6795,5;54
46180;567;106;61;99;155;115;30;1;745;1345;3654;8085;7674;2423;106;24031,8;42
46181;100;16;11;24;17;18;9;4;113;244;897;893;1218;745;384;4494,9;45
46182;1815;235;241;265;434;340;244;55;1645;5310;9788;22567;22807;20032;5269;87417,2;48
46183;200;16;12;33;46;55;31;7;112;264;1221;2392;3685;2542;665;10881,0;54
46184;361;37;30;43;80;112;56;4;256;669;1576;4166;7474;4573;385;19098,5;53
46185;1597;213;169;225;331;337;252;70;1493;3709;8340;17205;22560;20649;6682;80638,2;50
46186;361;62;33;60;80;72;46;7;432;731;2228;4169;4853;3774;684;16870,1;47
46187;526;86;56;59;111;160;50;5;604;1223;2167;5780;10706;4069;471;25019,7;48
46188;305;51;43;55;69;66;21;0;356;939;2031;3595;4428;1751;0;13099,8;43
46189;511;89;70;103;99;99;45;7;621;1537;3796;5133;6641;3686;664;22078,2;43
46190;125;17;14;23;22;36;12;1;122;298;860;1159;2402;953;92;5887,6;47
46191;1116;197;148;190;192;221;131;35;1381;3262;7042;10003;14838;10760;3327;50614,3;45
46192;278;29;26;36;66;60;53;8;200;582;1319;3442;4025;4342;774;14684,1;53
46193;455;73;54;77;106;90;46;7;513;1193;2861;5536;6060;3791;668;20622,1;45
46194;183;23;15;30;41;57;16;2;159;326;1098;2109;3844;1298;188;9022,4;49
46195;362;55;44;69;59;85;46;4;385;968;2553;3068;5695;3772;380;16821,0;46
46196;108;13;13;13;20;30;13;5;93;291;490;1060;1980;1086;484;5483,5;51
46197;1036;178;133;160;257;247;57;5;1243;2930;5922;13348;16544;4642;464;45093,8;44
46198;99;6;18;10;22;30;12;2;44;396;366;1123;1990;959;171;5049,9;51
46199;355;38;33;43;90;103;44;5;264;723;1584;4660;6926;3578;482;18215,3;51
46200;271;28;24;30;59;80;47;2;199;536;1127;3061;5372;3829;193;14316,3;53
46201;1706;223;165;246;328;436;256;52;1561;3632;9094;17068;29179;21029;4931;86494,2;51
46202;538;113;63;119;89;94;53;7;793;1394;4391;4640;6278;4314;675;22484,7;42
46203;218;43;24;36;37;56;21;2;302;520;1332;1925;3720;1686;195;9681,5;44
46204;592;51;45;74;131;167;83;41;354;999;2746;6819;11166;6823;3872;32779,0;55
46205;339;49;24;58;56;100;50;2;340;519;2164;2898;6711;4134;193;16959,5;50
46206;123;18;17;15;35;28;8;3;123;365;542;1827;1897;640;278;5672,6;46
46207;297;46;14;54;46;48;60;29;322;308;1998;2392;3216;4920;2755;15911,0;54
46208;286;40;30;46;81;57;29;3;277;658;1701;4237;3791;2416;287;13366,5;47
46209;159;5;14;12;42;65;19;1;35;310;447;2198;4383;1568;96;9035,8;57
46210;61;6;6;15;19;10;5;1;41;130;546;972;659;403;93;2845,4;47
46211;372;68;39;82;79;90;13;1;479;858;3041;4110;6002;1037;100;15627,2;42
46212;72;7;5;10;16;28;5;1;49;110;370;832;1876;410;95;3742,0;52
46213;158;18;12;24;44;40;19;2;125;262;882;2274;2663;1548;189;7943,7;50
46214;377;60;28;63;87;89;44;6;418;625;2319;4532;5970;3613;558;18035,3;48
46215;620;85;75;74;133;152;77;24;598;1649;2745;6903;10178;6328;2245;30645,6;49
46216;671;101;86;105;144;140;82;12;710;1887;3893;7512;9380;6727;1151;31260,2;47
46217;449;72;62;76;110;69;56;5;503;1353;2811;5715;4591;4594;497;20064,2;45
46218;190;38;23;38;27;43;17;2;269;511;1421;1419;2912;1409;192;8133,2;43
46219;354;48;33;44;85;102;38;4;336;726;1628;4420;6834;3116;380;17440,0;49
46220;774;135;74;135;163;165;95;7;946;1627;4991;8460;11084;7772;670;35550,9;46
46221;525;85;71;96;116;101;53;3;595;1562;3552;6032;6767;4346;285;23139,0;44
46222;189;28;15;32;48;52;11;3;196;330;1184;2496;3484;902;285;8877,0;47
46223;158;22;5;23;32;50;24;3;152;119;837;1644;3325;1994;257;8327,9;53
46224;3467;588;441;554;675;797;352;60;4118;9702;20505;35090;53418;28851;5668;157352,3;45
46225;2397;241;259;254;439;634;467;103;1689;5689;9397;22848;42468;38309;9759;130159,4;54
46226;230;32;23;36;36;71;26;6;224;506;1332;1872;4757;2132;570;11393,0;50
46227;226;37;8;35;44;65;35;1;260;182;1298;2308;4354;2878;98;11377,9;50
46228;715;126;88;125;161;146;56;14;881;1926;4620;8351;9811;4558;1344;31490,0;44
46229;1005;168;132;179;200;193;118;15;1176;2904;6623;10400;12931;9676;1425;45135,0;45
46230;89;16;5;16;12;26;12;2;109;114;574;646;1733;1018;197;4391,0;49
46231;1973;242;197;265;361;499;349;62;1692;4330;9788;18752;33405;28579;5910;102456,1;52
46232;1014;170;106;169;192;220;130;27;1187;2339;6255;9961;14761;10676;2566;47745,1;47
46233;112;14;11;11;34;23;17;3;97;240;403;1752;1527;1382;282;5684,2;51
46234;98;13;14;18;23;19;11;1;90;305;659;1184;1260;893;94;4485,2;46
46235;172;33;28;24;44;31;10;2;231;616;888;2288;2077;820;190;7110,0;41
46236;130;10;11;11;35;37;26;1;69;240;404;1806;2460;2116;94;7189,7;55
46237;386;69;34;83;86;64;48;1;484;758;3076;4459;4321;3935;93;17126,1;44
46238;266;28;24;35;70;76;26;7;197;519;1293;3640;5119;2109;684;13561,1;51
46239;220;31;21;36;43;58;29;2;217;454;1338;2256;3875;2371;196;10707,7;49
46240;606;65;64;81;159;168;62;7;455;1408;2997;8268;11256;5084;665;30133,0;50
46241;186;15;19;20;53;55;23;1;104;414;732;2778;3712;1866;94;9699,7;52
46242;173;25;12;29;41;35;26;5;172;259;1091;2147;2371;2096;467;8602,8;50
46243;196;27;32;36;46;34;19;2;189;704;1332;2392;2278;1558;190;8643,0;44
46244;96;11;5;12;19;22;22;4;78;111;449;998;1490;1823;384;5332,5;56
46245;79;3;3;13;13;40;8;0;21;65;475;668;2647;648;0;4522,8;57
46246;78;14;7;12;22;17;6;0;96;162;429;1151;1130;519;0;3486,8;45
46247;159;18;12;20;41;49;16;2;128;269;754;2120;3278;1337;194;8080,5;51
46249;114;18;8;22;35;16;14;1;128;170;822;1809;1100;1109;92;5230,5;46
46250;75;12;7;8;18;18;9;4;86;146;281;938;1209;701;361;3721,5;50
46251;3462;437;480;495;628;729;580;113;3061;10554;18330;32636;48821;47546;10774;171722,0;50
46252;310;25;29;32;62;110;48;4;175;638;1184;3224;7370;3936;380;16907,0;55
46253;187;22;19;24;41;50;27;3;154;416;894;2131;3379;2240;299;9512,8;51
46254;141;10;14;14;26;52;24;1;70;308;518;1352;3484;1968;95;7795,0;55
46255;350;31;36;41;80;111;46;5;219;782;1514;4140;7449;3785;498;18387,9;53
46256;203;20;28;24;48;61;21;2;139;613;884;2484;4067;1714;189;10089,3;50
46257;128;19;26;18;29;28;7;1;130;580;651;1524;1899;561;93;5437,6;42
46258;159;7;18;13;43;58;17;5;48;386;469;2232;3856;1360;463;8814,3;55
46259;145;16;11;17;38;37;18;7;114;247;642;1965;2463;1507;679;7617,6;53
46260;208;27;31;39;31;47;25;8;187;680;1448;1606;3174;2026;783;9903,7;48
46262;642;87;77;93;159;129;88;9;609;1683;3441;8283;8669;7190;864;30739,3;48
46263;680;105;64;102;150;178;71;11;733;1405;3763;7782;11955;5798;1041;32476,4;48
46264;181;24;19;29;43;52;10;4;171;418;1072;2259;3456;816;344;8536,0;47
46265;333;43;41;56;80;69;43;1;304;908;2072;4164;4602;3488;98;15635,0;47
46266;522;123;76;112;96;83;29;3;863;1672;4162;4977;5554;2347;281;19855,7;38
46267;562;65;60;81;103;134;95;24;455;1320;2997;5356;8978;7790;2280;29176,0;52
46268;863;125;92;148;174;199;107;17;876;2026;5483;9060;13346;8782;1618;41190,9;48
46269;66;3;5;8;21;13;13;3;22;115;310;1090;842;1031;299;3708,6;56
46270;237;24;17;31;45;99;19;2;171;366;1160;2343;6627;1526;186;12378,8;52
46271;393;57;43;57;96;103;30;6;402;942;2124;5008;6909;2473;554;18410,7;47
46272;240;50;23;58;41;50;17;1;353;507;2163;2118;3323;1380;84;9927,7;41
46273;891;120;94;104;198;235;130;11;840;2062;3858;10297;15733;10623;1001;44414,3;50
46276;186;16;20;24;29;57;33;7;112;440;888;1508;3819;2706;665;10138,0;55
46277;210;34;20;33;41;64;18;1;237;438;1215;2122;4268;1469;95;9843,1;47
46279;218;25;38;29;47;34;40;5;176;831;1075;2469;2272;3257;460;10541,5;48
46280;177;22;14;26;38;61;15;1;154;308;962;1976;4087;1230;95;8812,0;50
46281;202;32;25;37;44;47;16;3;222;545;1356;2266;3118;1299;282;9087,0;45
46282;93;15;13;16;17;17;13;2;105;286;592;884;1139;1066;190;4262,0;46
46283;318;54;36;55;85;47;38;3;378;792;2035;4420;3149;3116;285;14175,0;45
46284;401;51;49;62;98;86;51;3;357;1073;2298;5108;5793;4204;300;19132,9;48
46286;181;22;22;27;49;40;17;4;151;475;989;2567;2687;1434;391;8694,2;48
46288;211;25;29;27;55;45;28;2;175;638;999;2860;3015;2296;190;10173,0;48
46289;153;16;17;20;41;38;19;1;115;383;752;2115;2530;1588;92;7576,4;50
46290;342;46;29;57;72;90;46;3;319;646;2097;3736;6034;3734;288;16852,1;49
46292;172;40;16;37;22;36;19;2;278;358;1356;1164;2387;1586;193;7321,7;43
46293;468;51;48;57;102;142;58;9;359;1066;2115;5290;9543;4767;828;23969,7;51
46294;144;21;11;21;29;45;14;2;149;245;788;1529;2990;1164;193;7058,0;49
46295;191;34;25;33;39;38;17;4;240;548;1229;2051;2573;1362;394;8397,8;44
46296;443;38;49;59;117;124;51;4;267;1080;2188;6098;8327;4191;381;22531,9;51
46297;1211;166;114;153;254;338;150;35;1165;2515;5677;13193;22642;12310;3324;60826,3;50
46299;121;12;9;15;28;38;17;2;84;198;555;1456;2546;1394;190;6423,0;53
46301;515;88;76;85;98;109;53;5;617;1675;3151;5106;7317;4354;476;22697,0;44
46302;142;18;12;20;35;35;21;1;123;274;729;1833;2361;1700;98;7117,6;50
46303;128;16;5;19;16;46;25;1;112;110;703;832;3082;2050;95;6984,0;55
46304;131;21;14;27;23;37;9;0;147;308;999;1196;2479;738;0;5867,0;45
46305;300;42;29;29;68;92;31;8;295;647;1088;3518;6175;2573;745;15040,2;50
46306;85;9;6;19;21;22;8;0;63;132;703;1092;1474;656;0;4120,0;48
46307;637;91;65;82;143;170;73;14;634;1424;3020;7453;11403;5958;1324;31214,6;49
46308;101;9;8;8;25;29;23;0;62;174;293;1287;1924;1868;0;5608,5;56
46309;3284;420;521;414;589;713;507;119;2943;11461;15330;30650;47780;41580;11267;161011,8;49
46310;120;25;7;29;16;34;8;2;172;151;1055;818;2307;645;187;5336,1;44
46311;1351;137;119;146;306;357;239;47;959;2613;5409;15890;23940;19635;4429;72875,8;54
46312;271;43;38;43;58;46;39;4;301;836;1591;3016;3082;3198;380;12404,0;46
46313;418;63;63;69;95;87;42;0;438;1377;2543;4915;5859;3461;0;18592,5;44
46314;168;15;18;19;55;31;27;2;108;407;714;2859;2068;2215;183;8554,0;51
46315;173;17;18;21;48;35;29;5;117;389;764;2505;2371;2418;467;9030,4;52
